604283	197157	273324	776114
652894	525798	490073	400632
633713	404511	516073	984824
612636	795005	201973	761205
49133	21139	427200	413979
384205	986018	86265	800735
94901	250281	601612	813643
452009	190423	989436	808008
335233	595243	75243	61638
269564	127657	249514	308136
340234	356756	128155	410822
479389	921782	267453	441133
237119	657009	227124	361883
712604	91260	96072	399484
48739	212199	841856	184889
658340	176768	900370	987896
986751	408457	636851	254263
372179	942747	433720	756260
525636	24813	661753	515497
840186	380563	747502	254015
524801	350362	144408	879896
617441	500801	430367	406470
665327	802443	292465	141655
1585	690399	848819	448796
780344	66890	388829	235448
771835	264959	325859	225625
69827	665800	344128	659352
176402	226233	763959	22738
449901	286898	232882	777980
630147	78711	859815	765375
176056	661004	235652	84806
21584	60397	548917	709535
767644	442989	688604	858414
593062	194357	982581	344726
418108	976282	75624	687008
7057	658476	796684	628332
33558	725279	625853	721824
432455	720298	50606	882182
238227	72488	972353	470939
866923	589964	246554	235780
923258	10277	152919	99485
521359	909886	244387	140872
672782	773399	663238	834053
733582	762692	15526	540074
922421	178189	420027	334845
185869	450588	848856	544264
746390	577909	829446	335016
444784	505470	873526	452286
19978	700940	596204	140218
191181	733253	901746	249065
215733	440207	802727	313234
752356	761874	19849	642288
782856	270128	715700	850341
305586	642335	120550	37854
799063	33584	944554	963361
509104	813293	883939	154918
5791	998394	586550	276510
677894	677692	772356	769380
327091	147223	452925	705274
548067	148505	274976	422935
74035	159368	699309	441147
346077	939199	825277	926423
410318	457026	330705	241895
127854	212609	606208	982952
767886	836570	934031	886931
251070	681699	905236	851771
430697	319377	189457	130653
197992	398427	238124	745019
600169	880264	156455	780705
413601	395398	825291	704550
781956	456438	712951	759593
698735	777812	386747	408216
154152	122607	556022	317593
174576	77485	196389	910108
990342	106318	876431	982418
947022	456769	957816	939254
4513	747302	296729	659331
26297	242046	642598	332096
835156	124062	628639	551643
417475	682365	315519	738294
964751	218848	279509	366097
375356	520640	939799	261038
350960	58199	459638	877830
14883	862676	479370	884558
563081	281216	320814	58610
283320	161223	98189	825216
561205	32089	636522	590700
988353	688916	515229	343733
655478	333397	922654	97786
570807	490870	565956	243949
930702	402093	392605	686021
301855	354440	461557	32679
154177	217165	670835	697521
370530	365861	868255	183175
756683	654312	658751	19024
243786	437598	93036	727875
859908	300661	49524	95420
951620	482838	39424	575355
944645	93623	640466	399106
258968	985268	447021	195313
306981	520597	628120	458201
508742	883287	782853	689392
812769	622593	136393	722382
962573	130609	918628	58444
308769	370216	80276	650587
339237	882228	474475	265287
658649	245466	418566	84764
266809	121296	316212	69050
894882	87755	202969	205504
538377	788093	224100	378850
96484	99862	532072	724850
172149	145411	298083	676515
156709	732735	664646	841127
659853	635	398293	592452
91957	598289	375351	340784
536043	128083	191120	715771
237139	54861	374968	581
743976	409403	542809	645353
169217	358664	746096	170404
956475	662155	639547	949449
233112	680044	389956	262721
624988	535780	368371	794384
848526	686353	72984	175830
488197	757467	9044	830205
387042	225080	871619	839217
522354	910422	779677	47851
276136	184653	855969	538326
941830	42681	843705	817267
970678	977948	774748	979570
230897	24302	991119	90317
312997	296166	661591	500054
999331	928562	855256	77510
680154	509098	148912	534665
939591	98406	207422	301594
44857	694087	960091	869929
110358	369225	106473	297165
548402	164702	605919	716595
788963	29593	883289	810276
19312	390430	875539	838567
492848	123549	299170	3663
475495	877455	735432	258871
706687	237266	380867	420772
34839	301602	777207	125073
97444	16971	30717	217526
42099	917149	534514	559053
622399	531650	308070	762446
124982	960824	764025	659566
329841	399306	209695	997445
756764	431225	880372	428656
824243	604345	916667	643115
698647	738985	450760	405424
681230	522191	964094	154365
192705	447586	471739	662182
697662	322630	640556	425157
497354	539160	462639	638354
95630	546234	617756	821128
392144	457949	648986	672986
524838	446977	358866	148131
848546	213253	193422	742511
430086	86840	483598	758299
137755	196943	178025	622868
667079	581877	484594	890538
491929	717881	453057	820105
437983	944361	103903	321920
11737	398189	683737	103150
645718	67406	771082	987596
700755	879665	908568	104710
51007	28425	629892	913319
843273	736224	854223	141947
4306	745951	741691	524676
861858	634817	939960	979588
843819	623560	366475	696847
892491	844811	251578	573765
979318	969958	334505	473749
625145	521827	179957	405508
800976	400623	849033	776369
379359	515597	353350	601777
554738	512970	32376	675957
645409	788450	701036	902648
615448	538760	902040	174753
168410	551726	393338	291903
197585	924944	880984	945368
408467	555538	751650	278931
89382	884534	138442	956949
400585	978386	60939	699022
405244	989394	234636	106047
610160	830536	964520	643028
977400	631592	372079	714711
223400	693728	976320	478594
820195	162216	402211	905356
832276	103624	524603	915068
208869	867542	330812	656782
848863	556031	717000	487336
258788	962297	688330	259787
314463	463529	838885	834784
577797	609389	885096	974198
83197	630655	317032	238111
366042	125716	603653	151517
769402	62318	374250	473027
549889	37808	382127	974379
266894	432575	907155	660900
7634	107071	386717	900296
460107	763726	197113	272005
977027	833939	86503	431988
417004	429426	547657	455312
18083	936870	943987	836302
667002	389338	506785	804909
455435	852804	398053	871114
635050	36707	487760	468550
576911	739274	455079	781804
734282	835544	442794	390808
811842	24248	721213	254286
933062	437820	640743	895687
922637	863921	499324	137016
634109	402686	158320	34853
668421	865011	840463	807971
173400	433708	319585	372199
903897	496968	70692	736954
457852	669806	443398	950803
125770	847711	776652	476568
861777	394365	703873	950896
927843	904453	973839	857137
134124	498094	172233	707852
21150	792182	635286	372855
158980	690048	504509	604007
498540	742590	464229	872044
917774	588353	146196	48748
56937	530720	202392	132313
214429	762448	842730	277517
542236	389800	550840	315130
322929	154862	336063	828062
606040	821796	403591	243748
181723	607764	951103	941246
650580	414639	948802	58058
291084	303286	339496	193648
37170	225742	194774	220543
85193	575254	33816	475243
235267	792686	910442	244988
984592	498352	972282	466093
269274	883356	59495	902718
438854	916517	77492	277313
907032	494584	501264	8406
798765	291230	343002	722156
840086	294196	282818	671057
254240	669817	835913	635711
84239	402252	427395	156394
586478	101928	640192	161811
989048	707761	605128	31075
448607	592854	288483	885770
791991	178593	732095	158241
993512	970878	895995	963576
747965	269038	676513	176821
232161	599082	953243	802457
657157	127073	527759	494599
469708	95062	187627	415541
522153	372502	300435	645347
92107	657970	625106	89298
786464	633246	830577	175638
986046	445727	784775	692908
163434	300499	874278	343736
318110	617651	318818	790666
593644	421965	132450	34809
559487	751687	52408	773042
906762	604713	50097	683655
813980	788873	434963	486989
239010	949779	799310	325572
180856	901284	176513	587260
707889	163759	584286	762591
449093	317590	143572	185713
155392	992547	813416	442522
711070	55924	525134	430365
287735	57294	582872	265558
915807	466229	960496	106012
244770	386845	438533	113162
665072	661766	483836	218384
752852	354645	939071	390035
38791	786854	489489	288255
773541	719915	383634	712881
405373	288271	941077	370650
358967	239200	749886	476978
593631	871551	879410	768680
208975	417655	615463	825794
865255	351480	944441	982927
845329	142068	439842	573464
831096	192628	918945	137084
34501	919965	951130	731851
553799	195861	44304	743393
105729	769308	53921	270295
84881	812901	860122	323843
890360	298302	909662	155446
96089	757009	644755	360706
935046	286757	117967	933683
59828	465277	46616	503160
199256	639835	742765	225729
90968	265470	675989	905150
645661	447011	583549	198926
858402	644490	551139	920321
153641	748456	407569	905801
107762	355131	587402	376833
454195	456044	511428	816524
427936	567222	707320	664261
404370	341391	886100	574592
63394	70588	870942	443609
590975	247799	732822	163333
414902	444770	762008	761807
732092	152689	209626	113833
306950	227138	592483	57443
304752	705017	717246	675790
710946	389595	207686	698661
972814	484555	647889	657586
537076	835147	925955	592674
21998	120403	880691	936981
992694	828560	722484	800379
946049	626197	162549	594266
265579	636776	291050	337491
236238	144118	950442	920219
38470	244335	727157	270538
562723	337403	769717	500673
250991	711775	578560	375964
544665	545300	462981	395929
959981	956821	756763	778345
655113	928365	760413	523932
100199	193645	195062	530406
731609	96180	270857	323372
508528	889839	55911	859516
656375	540074	804275	820869
899368	222229	428478	457109
772113	110817	251667	302676
189632	726105	987826	98544
290792	460335	530727	387998
379059	404742	902568	84872
479552	450202	923737	641566
22682	318607	102531	316188
426642	2593	308231	23204
840279	374785	768397	505536
707626	782093	534610	965584
890061	832311	647572	666394
706330	698238	736230	693698
253447	835389	580780	741159
475099	120132	286073	27482
44855	147176	212238	254499
261165	740908	427074	755720
288746	666397	7090	176848
844341	520003	813902	453155
561531	98245	876502	126284
93897	984102	779885	270588
425270	252864	639596	864262
762202	945975	870041	245820
904990	872559	13297	457269
987271	65076	48983	479838
853441	276215	568045	765291
492705	563511	431559	24254
623940	923710	758872	712517
167505	809817	938345	880774
338351	802403	26850	217185
268597	507604	805770	274529
473352	846118	367499	408115
19921	712636	898106	210708
372895	479784	37194	734136
544278	825917	268380	736426
695721	783813	520441	934333
364766	839877	931691	568911
726721	952180	725594	355271
145037	384001	658355	831567
847604	536854	247293	176343
336877	300908	170027	692081
453842	500156	884905	273659
51719	484307	890994	546555
71021	420576	809658	140548
196793	951421	686159	595741
251285	489865	304059	171435
9517	746375	881475	587204
44940	860354	290517	999630
40014	19911	712020	396570
705372	691492	755000	693910
50882	839718	808474	382574
977173	634205	478013	923281
150145	672262	483784	849427
398729	908622	417244	139927
971201	208858	891000	992821
62379	808458	479278	525248
314309	892374	950049	281334
241623	390425	729130	519626
827990	869325	105941	562170
700484	188567	875309	277976
251087	430326	98946	418323
712421	831539	680630	608822
473272	372947	307580	439531
679195	747576	742124	399519
467955	116403	645876	590681
767317	358444	415593	338065
375531	7966	63859	708407
453553	264596	171245	697373
997472	108471	856423	576958
585572	906298	649409	414205
963188	429423	313271	235235
731573	520897	455541	433520
690653	485991	352402	676016
12612	276424	693816	333959
863316	374263	876305	6154
488250	267194	961136	917126
341233	11874	766592	367489
93112	519302	236853	579791
993101	616922	140753	654194
625659	123062	717602	382619
720131	2224	190689	919332
83008	718975	223728	49422
394246	830317	59816	5570
288851	769044	794627	809435
254516	820678	602039	888027
348761	163475	798745	72758
212069	382363	891256	748797
822067	295938	929464	770408
382967	575760	971734	465439
672429	346320	90052	166936
460614	713675	652804	100161
107018	299263	435683	891686
661523	264266	521014	133970
815642	17777	405282	627298
383130	938897	400841	925384
349905	990672	523159	565945
162379	89158	410608	374301
659296	43828	480618	164115
235345	629529	262653	901044
84508	46289	848616	579599
793632	535308	988093	340458
720530	430520	42113	79790
614397	187442	416657	900333
516874	816300	983935	374838
325786	527847	638879	756709
72430	986698	400708	846531
582145	977547	689759	81333
179582	542245	637739	894702
747178	992884	809491	108139
598676	251905	139907	886356
792851	601130	23027	672315
104108	743142	804115	166631
647520	8462	434694	317799
271273	154982	454652	720066
696172	618553	659292	831692
850233	11759	835787	404226
583488	29614	757910	224677
331461	352191	15998	702704
529339	139841	568609	385954
102180	794878	46473	989663
810178	727966	248943	649238
251968	724366	262671	470023
220969	382232	905552	795520
254348	296142	349158	520159
206624	172256	589643	613959
531212	542238	238644	440155
707325	39946	413878	962163
738920	825733	281010	305986
182114	858548	413628	958649
158943	15314	112797	531759
613981	839800	792502	778107
669939	98515	838350	472279
225187	502456	381412	395
525320	771957	161380	52923
167102	698678	280326	242695
638311	825648	273448	481405
408330	907450	173659	621206
70666	581949	520175	83127
438827	956773	248555	20683
214317	822045	383952	83038
126893	240085	584991	109048
813884	930184	928095	123992
963868	536733	894177	793661
812551	72822	288977	460582
656237	565349	934026	471691
371742	346279	928880	624548
803335	15447	127716	562243
172406	882126	670432	727708
201716	583101	395613	348397
340918	496925	102279	935526
247072	654724	84649	372397
760746	946176	648537	487547
509489	763162	748554	717934
923116	353649	24847	511264
34859	853608	631034	150946
831106	287898	235299	640843
569128	286515	666866	709414
925630	689449	253163	146976
611094	363705	593732	608657
831582	234836	357203	855018
701773	341612	596302	267113
377713	438434	868509	235688
370123	590941	251565	238159
127672	650508	118647	244353
561579	358344	829361	918284
318872	905293	906605	524934
125014	949513	479233	971442
163591	751864	721224	511163
14316	863431	868738	106288
550051	32084	638844	941856
975185	798505	169842	734390
825883	925904	418732	710751
602907	107363	820216	227206
644402	213602	280670	440790
769679	592160	657579	879767
368595	614916	514303	25130
351314	832862	623001	69593
925087	554006	174462	908067
131905	781413	42302	580083
338960	390585	5317	755066
548191	603928	101748	846297
593056	941166	228267	241547
244058	606699	516989	926664
904094	586657	468885	341107
418991	258354	266144	963415
288973	336824	279704	707177
615781	764588	352029	983725
275013	681557	357228	930012
396447	505387	832335	171832
978202	79891	862928	162468
266080	353579	228004	370287
564990	336811	170440	297413
903307	120341	789447	333082
362713	929992	578413	288648
874961	342365	676344	12651
341514	788038	77824	929150
712190	823916	458916	223295
976929	403329	63879	585198
483349	958245	855742	919330
258147	418801	866902	718191
721856	247501	52211	504245
529170	922987	226066	385418
634575	338804	254396	817451
199376	36830	427448	348635
188948	825968	238359	847881
948826	636085	354988	988081
579386	691908	264489	950432
204889	355755	122364	204459
190933	448057	393920	399167
127389	264125	506152	756639
908261	326036	892432	38960
722795	260305	992823	353783
970614	497595	208450	365051
257419	149599	158295	964594
815181	322714	118581	212932
886580	59685	565115	668202
420303	882680	938143	44611
914989	877434	538617	900045
547029	191929	650949	824589
391508	925492	113445	547344
615555	773717	858574	91941
127729	684713	119694	792362
756530	437508	926104	639217
261725	694436	54829	840474
363248	789728	771279	720359
606431	764810	844729	580523
759256	206984	753915	337867
462164	971408	39847	893083
320244	182726	50090	415889
846287	874779	489571	747261
255873	931920	333031	256370
547623	312007	48008	911624
29266	674163	354177	197933
275069	688031	682392	2076
778877	951358	102187	295501
772423	727627	119837	728745
70336	793465	27627	442716
597034	769687	955245	253608
710493	258333	907727	978549
69284	29561	958401	812347
489029	166664	33063	854314
583563	582571	608792	448546
390175	346478	205633	203699
6561	599089	11826	676871
495621	4396	772036	128344
410850	665361	821126	225675
609303	606059	281857	499630
596541	541734	499542	963470
683878	777438	175314	133344
836936	132027	693550	377449
213822	408024	960045	882672
904099	214882	795532	730861
985519	902719	945146	721028
894571	198841	854313	400865
431674	80691	172210	146109
557461	28425	783256	905726
658723	983694	269125	137864
665232	372354	722349	894418
965735	249884	98901	321196
196160	525377	20871	481
172002	107356	759352	591108
286313	937327	561318	868265
917018	439498	592889	111986
493821	954963	937238	122472
135639	295241	426740	138494
719596	153740	260692	881914
248550	942353	795786	326259
887168	695943	529868	249578
912148	799333	2171	647024
216968	474630	159692	337336
766558	543844	173995	182171
173721	289031	221681	793624
779681	248266	5913	842106
439250	363630	445846	170971
174142	125851	574718	484136
569169	508934	879173	744921
229716	120562	787451	750448
891305	351663	322268	347768
727554	701778	785992	811726
116507	377551	287534	845738
942993	255683	800165	11306
430436	867277	976197	29899
860148	356997	242761	946711
777868	843757	818879	667311
117286	287261	897039	737698
789611	605473	111881	596160
140438	45260	855369	844916
16000	265380	974159	707932
118393	373568	312144	781136
170331	100548	227115	755663
226931	830916	720846	97917
865849	947741	495832	691992
411247	248149	449108	786259
117252	936285	596001	618741
709059	656461	649310	632285
777795	239913	782757	489986
426675	610241	123825	634562
784502	847264	312946	573897
387907	39251	81042	634292
772790	462245	711503	287448
710256	945442	84867	709064
537096	818994	427104	421025
377529	228852	738633	649006
588033	531184	753286	967495
232414	173260	525321	947650
60926	399856	739217	865178
813777	710132	643834	800617
572118	650625	136030	388923
647536	392954	35872	59342
882452	735629	622708	304001
867084	838140	292813	92963
162966	450402	40614	63554
738841	431831	779478	660287
854905	940717	472933	661884
84914	306997	825572	253602
636493	740971	553195	897170
129728	278177	100050	132983
161378	269732	626693	524905
671641	624947	626893	738244
132294	549460	668949	77529
281858	614683	584711	676937
140270	732844	563401	366960
515499	208773	166149	344180
267680	706819	535881	353901
706368	385794	315380	631146
434973	469076	748046	110021
572658	375770	861499	923624
23784	465074	466568	444271
841738	296636	507551	376500
35398	188120	555147	739105
269233	757048	169740	12006
425337	770862	529498	896726
459278	702261	17983	564642
11489	300945	40131	851059
850271	234330	4970	962454
611038	316726	20054	627524
118804	606548	225831	274007
710548	995857	511035	852508
549249	213060	145129	788745
613165	733911	423724	624574
582789	851355	644880	143874
351343	554507	609664	876718
69310	460077	52391	823391
325403	624864	17943	554469
361612	4640	357209	962816
903601	273814	321386	967546
337499	876507	325178	976230
486275	851050	761896	131695
987116	166105	498142	209851
463382	982394	912802	983824
836430	276080	955517	138581
453322	684605	955521	279311
558996	403376	700948	938755
551079	120806	112721	221592
201066	978353	350509	611489
953926	358363	869223	329240
231507	606240	18984	276286
988499	987442	788992	59463
98069	963493	746074	848511
11760	243749	873522	384904
389971	500888	31584	711316
69580	65844	286460	63914
77424	557712	238048	798886
219951	14060	102772	486836
382511	434129	371671	963895
374179	804460	618781	927729
922578	732474	764832	279740
172332	905559	199932	363734
137607	986963	804821	853479
971814	68058	383982	463751
603464	448052	176144	91687
493911	14199	452723	207295
784699	694432	763874	63515
110727	644687	588020	122569
557766	462279	30955	334026
767131	1930	225914	646434
907054	728825	743428	437140
950493	908676	307621	609265
331715	334245	484807	784564
180596	118345	780742	35746
592400	613725	443870	633655
617901	624545	503019	320751
151759	943490	213105	543814
44831	560322	311428	591726
107970	749959	256136	879941
99931	454304	308026	268206
404872	472503	359695	893904
581273	214044	338758	722273
177033	398997	898461	728991
408169	80893	64672	638728
225706	269883	231707	615673
49453	474631	291498	615738
622508	343826	626442	44575
533494	812069	149117	605467
876975	258792	619722	855582
805084	995203	532172	655767
547175	539845	398922	842502
302542	594886	220045	559191
75398	180878	159544	816271
407089	420082	675870	4514
470806	873852	183575	792352
580361	558485	494342	556661
855788	135819	62809	65763
998172	304713	962424	723541
643546	759971	882167	351545
91249	895928	636738	633270
257376	868813	631809	902645
