982993	636612	287492
228161	64735	898653
176324	509010	962113
956594	449855	421054
102868	177426	408488
452117	154636	837801
65647	158139	95112
941478	247885	104650
508474	878879	92963
177544	354574	755302
958923	305545	978397
334615	146389	724090
359440	495953	225323
105046	593853	580266
910961	223380	628424
384602	57853	437034
630448	375159	555285
789848	552879	826095
476505	84041	573853
639402	425681	368693
657089	704157	14329
869576	455726	914491
289464	213825	974972
314565	111779	851660
12856	751558	685226
214565	896814	606688
582462	532095	53750
636455	486554	527913
951591	817628	81480
342506	935924	900916
481148	308793	272352
870396	752379	57599
770060	706692	726950
254920	62034	203828
975906	827308	909862
721606	728783	439463
582425	277731	343080
369293	61325	747422
931781	431085	563918
982946	76239	811280
126368	677092	173473
97491	661108	868392
537071	778889	912487
505298	235942	334593
349106	720270	207252
133916	503216	72356
71147	285349	690833
878798	424829	96461
810910	337326	346021
604675	100745	274667
61412	541849	819214
677890	375642	946952
591514	394330	760154
422259	645659	685908
22497	750468	400022
356609	1800	934633
576168	867884	210224
12435	995319	149931
927549	747235	266673
158780	402727	644094
408764	248234	454168
120818	794902	771254
159527	14479	154466
140523	583722	488891
626497	927208	131824
698029	678173	855633
607812	901792	233725
946467	300800	424308
158778	514754	429163
933832	653654	257705
255867	126693	451647
883498	87208	655587
537281	637016	616449
154349	561224	159703
894879	848484	45302
651658	445641	156189
702381	243276	516745
276141	659761	44681
175275	854048	2586
493543	60155	450178
604609	874374	376083
851136	823925	471037
931795	558305	799385
996884	146197	393060
764792	894854	361457
578841	384353	464479
246869	756545	253284
308545	993582	574308
185132	163896	294219
417026	86636	845434
770098	349692	222429
665983	47984	697263
480317	715995	899356
883474	501133	797441
291370	513374	432802
328990	537265	657030
382403	921087	428364
587858	553788	849601
546792	630557	607257
531378	270254	792044
405693	602201	152715
392655	129863	736330
201227	52234	610589
610055	57842	258522
617353	589553	437956
887333	756147	934035
529952	100388	115859
400867	875218	337142
896210	141370	296827
943253	582856	54337
761879	254534	89761
790924	62220	822014
345414	992396	663996
816054	978367	833277
733515	532565	646888
269990	583578	647732
839222	665895	522035
337728	827496	625009
578638	96633	663061
647340	624294	805258
854241	917237	317174
937200	455676	631305
464149	142466	502826
286661	970261	121856
789539	356861	689478
380412	954170	813825
465973	532933	899216
10883	116701	23555
191429	780742	55014
152591	156638	885905
723835	107951	902863
891630	313886	141404
159896	837426	73765
337070	320830	147956
116003	474059	935904
247861	937787	697017
463283	784405	746705
890867	832486	659013
786779	115640	856063
12248	248799	803985
374614	747074	267406
492230	944230	904358
185627	856712	298886
370616	238973	941361
61140	848783	80811
370822	297433	268134
969090	849403	941735
115561	780282	594071
978232	993557	426865
779364	367059	612300
372474	160521	610588
134171	69847	462120
678417	726191	26164
923261	565859	24237
336161	271924	265018
323895	7429	275320
418013	211436	73721
10919	271959	243105
881412	458178	726595
889968	650119	242469
324586	302299	830171
440754	212178	632240
359656	616926	282484
823122	234212	195946
985959	465286	181039
724867	310929	393514
131693	308732	214546
37755	16990	948279
553184	404902	646595
905689	598793	31069
441465	553063	732278
790664	534352	190356
878573	12885	273768
634460	775892	300603
204215	463632	558713
653939	342034	676596
116747	963137	640196
534143	957935	29234
529029	358195	245833
297868	364122	894838
571592	256108	131800
492452	958103	997773
41601	73487	780966
678841	259349	150738
862765	491170	24588
12758	196665	982975
753780	266971	64459
610126	844974	102677
453004	780168	461605
860813	75156	363492
891714	356064	95150
758506	374916	409234
257183	925045	929410
485296	243948	28336
459391	645937	730475
665866	833309	695170
704319	693833	216607
118771	797680	816415
175323	930446	322558
316348	127223	779941
921943	701082	567784
38114	894491	878867
692352	501239	841764
787636	15	580313
67434	473477	218126
595380	680300	456559
169633	900140	590700
110246	288327	166355
601865	993464	617763
368180	800322	663824
272579	725476	585118
359002	745070	466005
948217	477269	289035
634378	763778	678240
31501	154743	63956
958539	855838	303166
991411	891436	516499
737035	760256	885716
822556	941456	119340
139267	659876	394089
269765	463720	333694
547532	35715	136426
352918	148502	451190
64068	651235	528750
55605	375361	408926
701868	56716	239137
932896	109700	583234
553436	808975	790571
102650	368895	425373
283581	44040	277390
788358	765460	385189
357147	515602	267524
499423	414286	192338
14567	806279	110548
507183	520382	641977
376902	725838	64705
738155	729199	254088
46190	877763	847901
192483	588704	255412
922961	502249	460265
662517	581909	965199
674710	342558	534624
710729	12452	106861
923841	823250	101320
727807	512429	55564
954372	279604	971504
3889	900532	700612
29701	713165	350166
166009	894929	619184
973144	486203	687134
294910	175053	440956
956600	535026	557384
260383	583462	502870
591802	728766	721999
760141	840355	440107
676066	196832	540984
312220	607284	358723
505532	319399	72399
611207	653104	606061
54964	182032	323205
530671	661693	118604
210541	923701	240947
490117	527197	146630
434727	292154	282891
736036	88071	972026
747610	925829	944677
912927	569190	361634
737633	286385	346722
678778	894579	506233
58289	308940	395230
890065	84290	377497
883978	481898	47264
210130	361226	159447
705091	457516	972276
20758	420937	855907
831343	972194	563344
242679	224928	494788
537078	92655	234229
824552	340986	507755
251256	463418	209555
572362	165669	49586
203197	48752	700984
430361	949638	489837
528674	687278	551299
21402	145047	229099
363934	926411	823674
739166	196662	95582
793169	736779	848918
167257	890873	109281
600568	977254	49332
761615	407707	475613
520297	69557	689668
539465	144747	550102
984448	263699	310810
554823	473889	861449
359924	926634	668373
185583	416284	434439
561435	80839	921336
770854	549923	992092
567824	727399	629131
614731	557418	301874
234972	355242	718577
799527	490366	356502
929656	81772	448561
261599	254389	38611
502706	410512	922807
99488	44627	180331
765034	589295	131588
36588	22052	578526
262624	807338	81773
619198	3193	784803
665152	914258	315490
25239	249767	716620
351613	91133	494215
367815	19128	679250
45350	438555	80076
26851	608363	285519
46215	708809	448397
488905	906683	744228
318240	455002	802513
543873	210294	261316
451302	958544	22745
683721	268758	300668
153316	851335	824377
979943	163740	151404
823190	308590	357887
202538	256509	23878
810937	486604	431310
368261	696729	788858
395416	896023	965935
75481	555636	354352
639015	781513	999902
397265	298723	465017
45819	847267	809179
8499	454962	856760
714513	479480	548198
839939	143463	686807
665109	267504	132547
757275	498895	722097
147924	491931	102269
13058	60212	817658
264550	140434	12533
678070	425530	629886
656115	477048	336762
433526	35494	708450
698581	656572	508529
969775	247670	871865
156321	83194	459270
976414	36044	45045
947777	300057	91324
610678	273429	228155
75022	587087	29440
748415	670391	239603
307400	902230	766602
383925	254541	434272
161766	566556	432326
772320	234119	405732
968913	784016	197193
837041	231622	632665
712415	137499	304856
444319	53701	981605
332931	213456	532875
107833	480994	800418
957375	294830	606103
317248	974460	913781
886259	697080	385518
361589	296873	907095
600057	757896	446314
650107	170181	993040
171224	489021	819373
948848	392890	534971
248057	684005	28496
794063	237022	855686
726387	387577	673380
121656	714763	645720
160078	589047	133519
365450	292677	209661
234190	626901	500696
906388	105721	474473
949132	680798	35951
217327	294986	640522
317139	699039	440154
549816	982664	254152
801018	196258	687846
677193	969559	741777
841762	850833	996937
103034	626895	486467
639388	659322	50138
716964	254357	837946
201668	963317	289623
130695	216876	757162
370969	319949	738249
182915	440071	595489
474358	336508	733625
497436	28906	144181
19272	567250	272891
169115	931649	213177
913894	285843	527867
988682	569340	943948
347020	141366	793951
681586	311384	258815
78203	431536	433399
809761	544116	451593
255206	262161	545882
480222	161597	882295
657236	285015	650869
958076	467705	280608
135409	498194	690180
578303	39614	439739
385058	231346	235218
853769	762547	239830
900044	798092	82584
475739	266758	293729
606640	737246	18130
597219	599756	998870
872182	320628	303166
845608	945982	708740
87510	725664	835346
265937	471820	727391
151402	103155	851807
549963	529084	747927
20219	111568	733546
940932	74899	563976
841757	82616	241916
228681	563453	492325
737167	432042	242311
556796	905162	997552
914634	372549	154919
114257	579166	869459
463345	377866	501282
156170	461589	216599
643197	858843	895076
844145	472372	353001
978419	59784	801248
171457	849662	599653
61597	267710	583891
39065	531346	598233
421561	398594	461474
93407	220938	667353
955851	495392	349505
298605	568129	863564
422544	218962	737506
633186	234028	329385
686562	469264	750744
923430	643109	227009
964761	206148	386367
914275	556407	465269
735405	794144	114408
553205	596037	990780
834171	677674	386539
979518	971159	675176
664975	801586	300227
510717	915611	684195
125961	55602	450938
195746	732559	740586
902671	291986	911711
508298	879724	545312
194795	73873	427632
208447	58824	291698
797540	848	196416
753738	366906	873244
923156	397110	438293
159437	392942	35683
474864	870237	342133
672405	492010	365201
814319	303956	379908
796076	633590	19936
813486	980905	129210
990378	938973	984738
150367	490308	24950
871716	494678	483048
927242	645094	169823
974705	201058	256482
21871	286406	638013
560785	655171	580117
711394	604084	794745
30537	986469	994717
456633	189314	548589
312086	484901	42535
823283	440767	997684
48422	105200	188684
485029	237804	68747
392848	978596	866704
327514	902409	489372
239342	305024	974386
102777	940066	606987
591579	62030	489045
538488	950400	660548
464714	890678	103348
973641	99483	465265
79196	219143	627161
936868	396371	12484
966651	567157	349388
41598	48432	470478
386061	567978	526975
570643	172920	327546
635311	270763	315935
370535	633474	261667
851627	728595	622084
517106	977053	279462
87643	459384	519838
52580	946558	78756
659214	819923	324378
519567	19272	507822
529599	892067	205132
305547	179324	905360
443020	351659	577411
274607	821754	321610
34536	384676	357126
40712	268326	576253
46933	556729	942179
349183	601144	777304
784452	390986	257165
747023	791496	940961
493745	179640	999841
608515	331145	954765
339217	402782	880705
451056	833412	848204
972423	608722	538433
81308	32102	10986
603635	687998	37720
9527	551900	904678
365783	90762	925601
80912	755522	105121
464595	464877	919460
264192	204870	794125
236300	828001	252167
799599	322945	136123
28466	396992	689844
625964	606450	201979
375796	348278	958142
75333	294240	171548
978661	463847	568536
221843	580743	329930
516184	114205	993386
795682	610864	149699
604198	300902	858688
539855	452618	980702
577775	599591	233974
286514	544712	171096
396740	514539	175367
234166	453371	12619
277135	976470	96205
573621	62285	935909
689441	996501	105930
157945	400019	131064
79997	740153	784905
968050	176923	168463
62298	677967	512821
58087	997557	223421
800253	539787	814713
465787	535743	698342
842250	391154	585750
297803	769198	372725
697312	506850	172248
451872	841067	645904
632688	938936	115241
166760	877645	147478
876498	223649	795373
716761	307737	120116
349881	457569	983802
858325	322569	965081
755946	483947	816086
80956	918336	966822
38343	789518	942468
165944	439660	711019
51430	429493	281152
890036	140510	277807
934217	501945	484174
103573	937809	12152
708852	93967	254615
810568	669795	301642
562435	804120	32602
973067	297794	567679
941730	251180	368227
4231	688139	125908
250378	272645	33007
818125	184052	257575
91371	944183	417359
358819	121742	238731
727711	135725	751141
708658	311712	243202
274081	366782	915513
531665	788268	873119
843408	388980	70484
756843	256323	899570
400338	805065	922475
489561	336272	719379
167485	406631	885322
184243	285938	698225
544577	514267	108834
443446	345559	123155
407327	597118	696688
324070	254974	183762
433810	132373	639693
782540	328126	142785
614871	363428	991711
73813	906076	416662
994521	551742	699368
271727	577854	389648
218456	289613	631610
360192	85134	486453
813080	420308	300488
857992	34847	470414
102641	964337	570165
912321	716278	752342
930538	440331	956016
62105	829013	780744
5557	615928	885004
245071	75271	42981
662450	765629	186372
936636	52636	272126
741573	596402	476729
78115	639402	272997
394448	657613	109624
211113	120744	176968
736631	923388	928363
722793	102334	899445
775829	169797	933066
737751	862486	374670
85909	971054	716280
865000	30745	276213
411406	507473	230054
276974	780958	323148
406844	466807	798716
923053	343250	554968
131993	665302	513252
512091	33374	557248
951381	102374	334706
470524	464698	832216
479384	57574	292181
731607	726492	895879
473265	800233	507517
